docname,topic,proportion
cv191_29539.txt,002,0.070544
cv191_29539.txt,024,0.06585
cv191_29539.txt,035,0.050975
cv191_29539.txt,000,0.017116
cv207_29141.txt,000,0.34781
cv207_29141.txt,015,0.259722
cv207_29141.txt,013,0.148391
cv207_29141.txt,008,0.124215
cv207_29141.txt,017,0.119862
cv443_22367.txt,007,0.653322
cv443_22367.txt,014,0.206653
cv443_22367.txt,002,0.140025
cv096_12262.txt,013,0.506257
cv096_12262.txt,006,0.150277
cv096_12262.txt,015,0.148455
cv096_12262.txt,011,0.144334
cv096_12262.txt,014,0.050677
cv083_25491.txt,000,0.41745
cv083_25491.txt,010,0.156685
cv083_25491.txt,004,0.112427
cv083_25491.txt,003,0.104592
cv083_25491.txt,018,0.060228
cv083_25491.txt,002,0.057325
cv083_25491.txt,017,0.057107
cv083_25491.txt,027,0.034186
cv914_2856.txt,022,0.424228
cv914_2856.txt,000,0.257415
cv914_2856.txt,008,0.219929
cv914_2856.txt,003,0.098428
cv682_17947.txt,006,0.306435
cv682_17947.txt,003,0.214239
cv682_17947.txt,033,0.189191
cv682_17947.txt,011,0.130003
cv682_17947.txt,004,0.110029
cv682_17947.txt,021,0.050104
cv780_8467.txt,003,0.543073
cv780_8467.txt,026,0.197107
cv780_8467.txt,020,0.182094
cv780_8467.txt,011,0.077726
cv320_9693.txt,009,0.45186
cv320_9693.txt,026,0.325241
cv320_9693.txt,017,0.188038
cv320_9693.txt,019,0.034861
cv528_11669.txt,000,0.640623
cv528_11669.txt,028,0.359377
cv098_17021.txt,026,0.236514
cv098_17021.txt,008,0.229219
cv098_17021.txt,011,0.211656
cv098_17021.txt,003,0.183116
cv098_17021.txt,018,0.139496
cv617_9561.txt,005,0.645507
cv617_9561.txt,003,0.175844
cv617_9561.txt,001,0.126693
cv617_9561.txt,014,0.051956
cv097_26081.txt,000,0.387559
cv097_26081.txt,004,0.18072
cv097_26081.txt,001,0.177596
cv097_26081.txt,024,0.13077
cv097_26081.txt,015,0.081265
cv097_26081.txt,017,0.04209
cv414_11161.txt,000,0.555307
cv414_11161.txt,002,0.179503
cv414_11161.txt,021,0.092796
cv414_11161.txt,013,0.052187
cv414_11161.txt,028,0.041512
cv414_11161.txt,037,0.034852
cv414_11161.txt,014,0.031544
cv414_11161.txt,006,0.0123
cv329_29293.txt,031,1.0
cv589_12853.txt,030,0.394101
cv589_12853.txt,008,0.27973
cv589_12853.txt,002,0.239454
cv589_12853.txt,017,0.086716
cv318_11146.txt,008,0.355538
cv318_11146.txt,022,0.294023
cv318_11146.txt,000,0.183431
cv318_11146.txt,005,0.116968
cv318_11146.txt,024,0.05004
cv218_25651.txt,011,0.501016
cv218_25651.txt,013,0.435749
cv218_25651.txt,021,0.063235
cv902_13217.txt,007,0.624824
cv902_13217.txt,006,0.217469
cv902_13217.txt,022,0.157707
cv230_7913.txt,007,0.687002
cv230_7913.txt,022,0.13653
cv230_7913.txt,002,0.12744
cv230_7913.txt,005,0.049027
cv807_23024.txt,001,0.295833
cv807_23024.txt,003,0.264059
cv807_23024.txt,029,0.141279
cv807_23024.txt,008,0.08771
cv807_23024.txt,000,0.075701
cv807_23024.txt,007,0.04991
cv807_23024.txt,005,0.037212
cv807_23024.txt,032,0.027255
cv807_23024.txt,035,0.021044
cv169_24973.txt,007,0.646586
cv169_24973.txt,031,0.353414
cv289_6239.txt,038,0.96798
cv289_6239.txt,024,0.03202
cv243_22164.txt,015,0.472846
cv243_22164.txt,003,0.238668
cv243_22164.txt,001,0.109418
cv243_22164.txt,018,0.082829
cv243_22164.txt,009,0.051834
cv243_22164.txt,000,0.044405
cv222_18720.txt,019,0.419121
cv222_18720.txt,023,0.204484
cv222_18720.txt,007,0.189017
cv222_18720.txt,009,0.139748
cv222_18720.txt,022,0.04763
cv143_21158.txt,005,0.760932
cv143_21158.txt,003,0.239068
cv571_29292.txt,009,0.332461
cv571_29292.txt,011,0.293267
cv571_29292.txt,017,0.168218
cv571_29292.txt,014,0.121514
cv571_29292.txt,004,0.08454
cv435_24355.txt,026,0.62163
cv435_24355.txt,003,0.37837
cv535_21183.txt,000,0.327512
cv535_21183.txt,017,0.270852
cv535_21183.txt,018,0.137851
cv535_21183.txt,020,0.109759
cv535_21183.txt,007,0.091093
cv535_21183.txt,011,0.062933
cv047_18725.txt,000,0.238248
cv047_18725.txt,009,0.237901
cv047_18725.txt,003,0.179249
cv047_18725.txt,005,0.171399
cv047_18725.txt,004,0.107718
cv047_18725.txt,027,0.065485
cv876_9633.txt,004,0.338881
cv876_9633.txt,003,0.150497
cv876_9633.txt,013,0.13531
cv876_9633.txt,000,0.120674
cv876_9633.txt,015,0.109767
cv876_9633.txt,017,0.078763
cv876_9633.txt,023,0.066107
cv206_15893.txt,015,0.990013
cv206_15893.txt,028,0.009987
cv117_25625.txt,010,0.513275
cv117_25625.txt,014,0.190511
cv117_25625.txt,023,0.182111
cv117_25625.txt,019,0.108199
cv117_25625.txt,005,0.005903
cv814_20316.txt,017,1.0
cv305_9937.txt,036,0.821786
cv305_9937.txt,028,0.099371
cv305_9937.txt,010,0.078844
cv253_10190.txt,013,0.553085
cv253_10190.txt,008,0.34666
cv253_10190.txt,014,0.100256
cv040_8829.txt,003,0.709289
cv040_8829.txt,031,0.156664
cv040_8829.txt,000,0.134047
cv627_12603.txt,015,0.369069
cv627_12603.txt,008,0.288383
cv627_12603.txt,009,0.126103
cv627_12603.txt,001,0.122852
cv627_12603.txt,022,0.093593
cv831_16325.txt,000,0.297941
cv831_16325.txt,002,0.188447
cv831_16325.txt,003,0.149877
cv831_16325.txt,015,0.138866
cv831_16325.txt,014,0.130237
cv831_16325.txt,019,0.094632
cv613_23104.txt,002,0.35835
cv613_23104.txt,013,0.32414
cv613_23104.txt,018,0.11707
cv613_23104.txt,001,0.100331
cv613_23104.txt,026,0.100109
cv259_11827.txt,003,0.292147
cv259_11827.txt,005,0.255646
cv259_11827.txt,004,0.247354
cv259_11827.txt,013,0.120169
cv259_11827.txt,024,0.084683
cv307_26382.txt,010,0.513749
cv307_26382.txt,006,0.141631
cv307_26382.txt,003,0.139109
cv307_26382.txt,007,0.12715
cv307_26382.txt,023,0.078362
cv223_28923.txt,007,0.671915
cv223_28923.txt,015,0.095474
cv223_28923.txt,021,0.06811
cv223_28923.txt,023,0.060166
cv223_28923.txt,004,0.053736
cv223_28923.txt,028,0.050598
cv748_14044.txt,016,0.468729
cv748_14044.txt,002,0.254403
cv748_14044.txt,030,0.205046
cv748_14044.txt,003,0.071822
cv845_15886.txt,004,0.708993
cv845_15886.txt,024,0.17438
cv845_15886.txt,000,0.116627
cv741_12765.txt,002,0.435826
cv741_12765.txt,000,0.231389
cv741_12765.txt,021,0.140289
cv741_12765.txt,017,0.100524
cv741_12765.txt,018,0.046395
cv741_12765.txt,024,0.045578
cv434_5641.txt,005,0.320739
cv434_5641.txt,011,0.294277
cv434_5641.txt,000,0.221716
cv434_5641.txt,010,0.090376
cv434_5641.txt,018,0.072893
cv917_29484.txt,004,0.419962
cv917_29484.txt,008,0.200301
cv917_29484.txt,017,0.110046
cv917_29484.txt,016,0.103586
cv917_29484.txt,024,0.094921
cv917_29484.txt,022,0.071185
cv202_11382.txt,005,0.445016
cv202_11382.txt,013,0.228675
cv202_11382.txt,022,0.157309
cv202_11382.txt,008,0.089248
cv202_11382.txt,003,0.079752
cv371_8197.txt,007,0.70568
cv371_8197.txt,036,0.29432
cv843_17054.txt,014,1.0
cv078_16506.txt,012,0.493824
cv078_16506.txt,007,0.451384
cv078_16506.txt,005,0.054793
cv588_14467.txt,008,0.603401
cv588_14467.txt,002,0.278593
cv588_14467.txt,015,0.107201
cv588_14467.txt,001,0.010805
cv464_17076.txt,000,0.418011
cv464_17076.txt,015,0.201156
cv464_17076.txt,018,0.152016
cv464_17076.txt,004,0.08115
cv464_17076.txt,034,0.062756
cv464_17076.txt,023,0.043882
cv464_17076.txt,017,0.041029
cv275_28725.txt,013,0.43462
cv275_28725.txt,000,0.322148
cv275_28725.txt,005,0.09289
cv275_28725.txt,001,0.08451
cv275_28725.txt,015,0.065833
cv933_24953.txt,001,0.23293
cv933_24953.txt,007,0.203051
cv933_24953.txt,003,0.189529
cv933_24953.txt,017,0.160328
cv933_24953.txt,004,0.126104
cv933_24953.txt,002,0.088058
cv298_24487.txt,002,0.542279
cv298_24487.txt,008,0.126037
cv298_24487.txt,001,0.113413
cv298_24487.txt,000,0.080407
cv298_24487.txt,021,0.075166
cv298_24487.txt,034,0.062698
cv213_20300.txt,007,0.354215
cv213_20300.txt,010,0.284345
cv213_20300.txt,013,0.171808
cv213_20300.txt,009,0.124118
cv213_20300.txt,034,0.065515
cv773_20264.txt,008,0.556898
cv773_20264.txt,003,0.167298
cv773_20264.txt,002,0.150054
cv773_20264.txt,019,0.063117
cv773_20264.txt,022,0.062633
cv489_19046.txt,003,0.445222
cv489_19046.txt,005,0.213863
cv489_19046.txt,025,0.150194
cv489_19046.txt,009,0.094406
cv489_19046.txt,013,0.084678
cv489_19046.txt,039,0.011636
cv022_14227.txt,026,0.558393
cv022_14227.txt,002,0.200849
cv022_14227.txt,010,0.160752
cv022_14227.txt,003,0.080006
cv707_11421.txt,013,0.707107
cv707_11421.txt,005,0.141608
cv707_11421.txt,004,0.106373
cv707_11421.txt,022,0.044912
cv374_26455.txt,003,0.561002
cv374_26455.txt,015,0.188492
cv374_26455.txt,019,0.15987
cv374_26455.txt,023,0.087521
cv374_26455.txt,004,0.003114
cv554_14678.txt,004,0.659832
cv554_14678.txt,017,0.127156
cv554_14678.txt,015,0.110041
cv554_14678.txt,011,0.102972
cv147_22625.txt,017,0.579042
cv147_22625.txt,009,0.195083
cv147_22625.txt,002,0.104199
cv147_22625.txt,015,0.077979
cv147_22625.txt,023,0.043697
cv641_13412.txt,023,0.401349
cv641_13412.txt,004,0.308583
cv641_13412.txt,017,0.120427
cv641_13412.txt,012,0.076698
cv641_13412.txt,008,0.064765
cv641_13412.txt,038,0.028178
cv023_13847.txt,014,0.362741
cv023_13847.txt,003,0.264656
cv023_13847.txt,000,0.241031
cv023_13847.txt,009,0.097908
cv023_13847.txt,022,0.033662
cv565_29403.txt,017,0.439696
cv565_29403.txt,001,0.338592
cv565_29403.txt,018,0.183288
cv565_29403.txt,025,0.038424
cv885_13390.txt,002,0.557109
cv885_13390.txt,015,0.235875
cv885_13390.txt,000,0.136701
cv885_13390.txt,017,0.070315
cv331_8656.txt,009,0.544079
cv331_8656.txt,007,0.297109
cv331_8656.txt,020,0.158812
cv042_11927.txt,000,0.84999
cv042_11927.txt,004,0.106216
cv042_11927.txt,024,0.043795
cv719_5581.txt,012,0.391508
cv719_5581.txt,004,0.245359
cv719_5581.txt,014,0.132294
cv719_5581.txt,001,0.128219
cv719_5581.txt,020,0.10262
cv290_11981.txt,010,0.500279
cv290_11981.txt,033,0.183622
cv290_11981.txt,002,0.168595
cv290_11981.txt,012,0.147504
cv768_12709.txt,008,0.430607
cv768_12709.txt,027,0.139249
cv768_12709.txt,019,0.137698
cv768_12709.txt,003,0.135634
cv768_12709.txt,007,0.101524
cv768_12709.txt,017,0.055288
cv924_29397.txt,011,0.250163
cv924_29397.txt,013,0.24305
cv924_29397.txt,001,0.232792
cv924_29397.txt,018,0.214198
cv924_29397.txt,024,0.059798
cv224_18875.txt,022,0.401225
cv224_18875.txt,034,0.312134
cv224_18875.txt,008,0.188242
cv224_18875.txt,002,0.096019
cv224_18875.txt,014,0.00238
cv855_22134.txt,002,1.0
cv188_20687.txt,004,0.423588
cv188_20687.txt,002,0.254653
cv188_20687.txt,014,0.122781
cv188_20687.txt,007,0.110788
cv188_20687.txt,013,0.08819
cv461_21124.txt,005,0.431746
cv461_21124.txt,024,0.191696
cv461_21124.txt,009,0.153168
cv461_21124.txt,023,0.133778
cv461_21124.txt,013,0.089612
cv146_19587.txt,010,0.680579
cv146_19587.txt,005,0.220244
cv146_19587.txt,017,0.099177
cv128_29444.txt,031,0.889327
cv128_29444.txt,007,0.110673
cv194_12855.txt,023,0.664591
cv194_12855.txt,030,0.140282
cv194_12855.txt,016,0.104978
cv194_12855.txt,008,0.067548
cv194_12855.txt,000,0.022601
cv792_3257.txt,015,0.680179
cv792_3257.txt,023,0.184621
cv792_3257.txt,020,0.1352
cv425_8603.txt,009,0.647514
cv425_8603.txt,000,0.142947
cv425_8603.txt,003,0.104703
cv425_8603.txt,024,0.069372
cv425_8603.txt,025,0.035464
cv274_26379.txt,010,0.957396
cv274_26379.txt,005,0.042604
cv028_26964.txt,008,0.342531
cv028_26964.txt,006,0.313612
cv028_26964.txt,004,0.145505
cv028_26964.txt,021,0.097093
cv028_26964.txt,005,0.074172
cv028_26964.txt,007,0.027088
cv382_8393.txt,021,0.664101
cv382_8393.txt,003,0.16482
cv382_8393.txt,034,0.140256
cv382_8393.txt,004,0.030823
cv043_16808.txt,022,0.475082
cv043_16808.txt,011,0.371363
cv043_16808.txt,028,0.153555
cv282_6833.txt,011,0.617234
cv282_6833.txt,005,0.242738
cv282_6833.txt,006,0.140029
cv090_0049.txt,000,0.348213
cv090_0049.txt,004,0.179813
cv090_0049.txt,003,0.163075
cv090_0049.txt,015,0.15768
cv090_0049.txt,001,0.081352
cv090_0049.txt,030,0.043267
cv090_0049.txt,025,0.0266
cv826_12761.txt,021,0.205451
cv826_12761.txt,001,0.162001
cv826_12761.txt,000,0.157108
cv826_12761.txt,023,0.151476
cv826_12761.txt,016,0.101624
cv826_12761.txt,002,0.098435
cv826_12761.txt,004,0.067209
cv826_12761.txt,006,0.056696
cv776_21934.txt,002,0.396857
cv776_21934.txt,004,0.141014
cv776_21934.txt,005,0.108415
cv776_21934.txt,001,0.106134
cv776_21934.txt,018,0.090548
cv776_21934.txt,035,0.082506
cv776_21934.txt,025,0.04038
cv776_21934.txt,021,0.034145
cv465_23401.txt,013,0.353498
cv465_23401.txt,014,0.311603
cv465_23401.txt,005,0.1274
cv465_23401.txt,015,0.082038
cv465_23401.txt,017,0.059044
cv465_23401.txt,004,0.053885
cv465_23401.txt,000,0.012531
cv791_17995.txt,020,0.68748
cv791_17995.txt,033,0.124449
cv791_17995.txt,022,0.121815
cv791_17995.txt,009,0.066256
cv999_14636.txt,002,0.645552
cv999_14636.txt,018,0.173166
cv999_14636.txt,011,0.17295
cv999_14636.txt,004,0.008333
cv648_17277.txt,015,0.307963
cv648_17277.txt,020,0.256082
cv648_17277.txt,013,0.221002
cv648_17277.txt,005,0.112972
cv648_17277.txt,019,0.062612
cv648_17277.txt,028,0.039369
cv973_10171.txt,029,0.415132
cv973_10171.txt,001,0.213247
cv973_10171.txt,003,0.127668
cv973_10171.txt,021,0.072716
cv973_10171.txt,000,0.065868
cv973_10171.txt,019,0.053634
cv973_10171.txt,007,0.051734
cv364_14254.txt,003,0.445026
cv364_14254.txt,008,0.318807
cv364_14254.txt,026,0.18964
cv364_14254.txt,002,0.046527
cv720_5383.txt,002,0.833555
cv720_5383.txt,026,0.166445
cv884_15230.txt,014,0.300242
cv884_15230.txt,005,0.252387
cv884_15230.txt,009,0.218395
cv884_15230.txt,027,0.171109
cv884_15230.txt,033,0.057867
cv105_19135.txt,019,0.359363
cv105_19135.txt,025,0.348785
cv105_19135.txt,008,0.118487
cv105_19135.txt,007,0.065511
cv105_19135.txt,002,0.056487
cv105_19135.txt,022,0.041714
cv105_19135.txt,000,0.009653
cv080_14899.txt,005,0.577389
cv080_14899.txt,016,0.214912
cv080_14899.txt,022,0.106633
cv080_14899.txt,003,0.101066
cv136_12384.txt,003,0.259263
cv136_12384.txt,017,0.228173
cv136_12384.txt,015,0.199661
cv136_12384.txt,007,0.142167
cv136_12384.txt,019,0.067862
cv136_12384.txt,014,0.06082
cv136_12384.txt,025,0.042054
cv395_11761.txt,021,0.331456
cv395_11761.txt,016,0.234349
cv395_11761.txt,007,0.150529
cv395_11761.txt,033,0.134248
cv395_11761.txt,000,0.100897
cv395_11761.txt,026,0.048521
cv954_19932.txt,000,0.515653
cv954_19932.txt,002,0.260318
cv954_19932.txt,035,0.177488
cv954_19932.txt,009,0.043957
cv954_19932.txt,006,0.002583
cv575_22598.txt,004,0.448439
cv575_22598.txt,000,0.194639
cv575_22598.txt,023,0.150881
cv575_22598.txt,015,0.117486
cv575_22598.txt,005,0.088554
cv896_17819.txt,002,0.575515
cv896_17819.txt,014,0.28831
cv896_17819.txt,022,0.136175
cv990_12443.txt,007,0.63102
cv990_12443.txt,026,0.36898
cv925_9459.txt,022,0.700891
cv925_9459.txt,030,0.147687
cv925_9459.txt,011,0.127647
cv925_9459.txt,029,0.023775
cv026_29229.txt,031,0.470014
cv026_29229.txt,007,0.244126
cv026_29229.txt,003,0.195018
cv026_29229.txt,004,0.090843
cv405_21868.txt,029,0.884012
cv405_21868.txt,008,0.073097
cv405_21868.txt,001,0.042891
cv148_18084.txt,005,0.516337
cv148_18084.txt,003,0.214178
cv148_18084.txt,010,0.109227
cv148_18084.txt,022,0.099362
cv148_18084.txt,008,0.060896
cv750_10606.txt,015,0.199414
cv750_10606.txt,000,0.191941
cv750_10606.txt,012,0.160566
cv750_10606.txt,018,0.149594
cv750_10606.txt,025,0.140397
cv750_10606.txt,009,0.097701
cv750_10606.txt,024,0.060386
cv569_26750.txt,015,0.37802
cv569_26750.txt,003,0.356558
cv569_26750.txt,005,0.156953
cv569_26750.txt,004,0.077291
cv569_26750.txt,023,0.031178
cv941_10718.txt,003,0.264106
cv941_10718.txt,005,0.246672
cv941_10718.txt,004,0.24105
cv941_10718.txt,012,0.106052
cv941_10718.txt,000,0.075431
cv941_10718.txt,002,0.06669
cv650_15974.txt,000,0.564771
cv650_15974.txt,006,0.435229
cv892_18788.txt,011,0.457995
cv892_18788.txt,013,0.28732
cv892_18788.txt,009,0.14682
cv892_18788.txt,003,0.107865
cv106_18379.txt,005,0.60016
cv106_18379.txt,014,0.204411
cv106_18379.txt,015,0.195429
cv616_29187.txt,005,0.370551
cv616_29187.txt,015,0.350402
cv616_29187.txt,001,0.279047
cv893_26731.txt,010,0.355477
cv893_26731.txt,000,0.296039
cv893_26731.txt,020,0.138486
cv893_26731.txt,008,0.094821
cv893_26731.txt,013,0.063391
cv893_26731.txt,032,0.032364
cv893_26731.txt,035,0.019422
cv387_12391.txt,022,0.523888
cv387_12391.txt,005,0.476112
cv238_14285.txt,003,0.385819
cv238_14285.txt,008,0.207646
cv238_14285.txt,000,0.16938
cv238_14285.txt,018,0.121046
cv238_14285.txt,013,0.116109
cv615_15734.txt,020,0.371771
cv615_15734.txt,000,0.2569
cv615_15734.txt,005,0.147848
cv615_15734.txt,002,0.127988
cv615_15734.txt,008,0.095494
cv691_5090.txt,008,0.38831
cv691_5090.txt,014,0.196171
cv691_5090.txt,012,0.167664
cv691_5090.txt,005,0.106716
cv691_5090.txt,024,0.096813
cv691_5090.txt,021,0.044326
cv841_3367.txt,011,0.542633
cv841_3367.txt,013,0.222648
cv841_3367.txt,009,0.0859
cv841_3367.txt,030,0.064115
cv841_3367.txt,000,0.052089
cv841_3367.txt,021,0.032615
cv752_25330.txt,008,0.45781
cv752_25330.txt,001,0.162289
cv752_25330.txt,003,0.148853
cv752_25330.txt,000,0.126028
cv752_25330.txt,020,0.10502
cv867_18362.txt,015,0.529851
cv867_18362.txt,017,0.237868
cv867_18362.txt,009,0.098203
cv867_18362.txt,006,0.096387
cv867_18362.txt,025,0.037691
cv947_11316.txt,036,0.524508
cv947_11316.txt,018,0.350484
cv947_11316.txt,013,0.125008
cv380_8164.txt,029,0.8793
cv380_8164.txt,001,0.1207
cv403_6721.txt,003,0.613771
cv403_6721.txt,018,0.198535
cv403_6721.txt,000,0.102291
cv403_6721.txt,005,0.082223
cv403_6721.txt,012,0.003181
cv516_12117.txt,000,0.364804
cv516_12117.txt,001,0.248816
cv516_12117.txt,022,0.174847
cv516_12117.txt,008,0.172308
cv516_12117.txt,025,0.039225
cv797_7245.txt,018,0.361702
cv797_7245.txt,011,0.333801
cv797_7245.txt,000,0.105314
cv797_7245.txt,006,0.084502
cv797_7245.txt,015,0.058186
cv797_7245.txt,001,0.056495
cv829_21725.txt,010,0.505987
cv829_21725.txt,005,0.351119
cv829_21725.txt,020,0.070993
cv829_21725.txt,022,0.061247
cv829_21725.txt,004,0.010654
cv326_14777.txt,027,1.0
cv540_3092.txt,007,0.549854
cv540_3092.txt,002,0.372125
cv540_3092.txt,015,0.078021
cv765_20429.txt,008,0.834342
cv765_20429.txt,036,0.093469
cv765_20429.txt,016,0.072189
cv369_14245.txt,001,0.377933
cv369_14245.txt,026,0.287154
cv369_14245.txt,003,0.239412
cv369_14245.txt,017,0.052541
cv369_14245.txt,002,0.04296
cv411_16799.txt,002,0.885795
cv411_16799.txt,000,0.065019
cv411_16799.txt,018,0.049186
cv399_28593.txt,017,0.477073
cv399_28593.txt,016,0.213269
cv399_28593.txt,019,0.135991
cv399_28593.txt,026,0.134027
cv399_28593.txt,025,0.039639
cv000_29416.txt,003,0.28752
cv000_29416.txt,020,0.28664
cv000_29416.txt,006,0.179763
cv000_29416.txt,009,0.144563
cv000_29416.txt,022,0.101515
cv450_8319.txt,029,1.0
cv233_17614.txt,000,0.469378
cv233_17614.txt,014,0.21736
cv233_17614.txt,003,0.208511
cv233_17614.txt,026,0.067993
cv233_17614.txt,034,0.036758
cv475_22978.txt,020,0.714326
cv475_22978.txt,002,0.119479
cv475_22978.txt,000,0.11467
cv475_22978.txt,007,0.051525
cv534_15683.txt,028,0.468757
cv534_15683.txt,013,0.204388
cv534_15683.txt,015,0.175863
cv534_15683.txt,002,0.150992
cv549_22771.txt,001,0.412977
cv549_22771.txt,015,0.276717
cv549_22771.txt,010,0.195202
cv549_22771.txt,031,0.115105
cv852_27512.txt,001,0.425977
cv852_27512.txt,000,0.19075
cv852_27512.txt,011,0.18219
cv852_27512.txt,015,0.096086
cv852_27512.txt,007,0.059895
cv852_27512.txt,004,0.045101
cv059_28723.txt,021,0.558257
cv059_28723.txt,019,0.164919
cv059_28723.txt,023,0.149477
cv059_28723.txt,030,0.127346
cv758_9740.txt,003,0.570776
cv758_9740.txt,008,0.222533
cv758_9740.txt,011,0.096433
cv758_9740.txt,022,0.077661
cv758_9740.txt,005,0.032596
cv836_14311.txt,003,0.380163
cv836_14311.txt,001,0.221915
cv836_14311.txt,000,0.195396
cv836_14311.txt,008,0.129686
cv836_14311.txt,023,0.07284
cv594_11945.txt,004,0.239463
cv594_11945.txt,018,0.230292
cv594_11945.txt,000,0.211374
cv594_11945.txt,016,0.143567
cv594_11945.txt,022,0.10392
cv594_11945.txt,012,0.071384
cv229_15200.txt,011,0.443644
cv229_15200.txt,014,0.356738
cv229_15200.txt,006,0.199618
cv972_26837.txt,004,0.356178
cv972_26837.txt,015,0.242492
cv972_26837.txt,001,0.165307
cv972_26837.txt,027,0.117054
cv972_26837.txt,007,0.084524
cv972_26837.txt,031,0.034445
cv116_28734.txt,014,0.376286
cv116_28734.txt,000,0.316015
cv116_28734.txt,017,0.220805
cv116_28734.txt,018,0.086894
cv348_19207.txt,025,0.889233
cv348_19207.txt,009,0.062585
cv348_19207.txt,014,0.048182
cv629_16604.txt,008,0.349151
cv629_16604.txt,004,0.283
cv629_16604.txt,000,0.251375
cv629_16604.txt,002,0.116474
cv173_4295.txt,008,1.0
cv834_23192.txt,013,0.328182
cv834_23192.txt,000,0.292246
cv834_23192.txt,014,0.249329
cv834_23192.txt,024,0.057599
cv834_23192.txt,003,0.042196
cv834_23192.txt,034,0.030448
cv381_21673.txt,017,0.54117
cv381_21673.txt,004,0.174326
cv381_21673.txt,000,0.148896
cv381_21673.txt,013,0.088103
cv381_21673.txt,023,0.047505
cv453_10911.txt,011,0.333866
cv453_10911.txt,006,0.265878
cv453_10911.txt,003,0.184626
cv453_10911.txt,014,0.14613
cv453_10911.txt,017,0.069499
cv299_17950.txt,003,0.308892
cv299_17950.txt,016,0.287358
cv299_17950.txt,029,0.274686
cv299_17950.txt,022,0.067685
cv299_17950.txt,030,0.06138
cv470_17444.txt,005,0.305091
cv470_17444.txt,003,0.263588
cv470_17444.txt,002,0.230223
cv470_17444.txt,039,0.194904
cv470_17444.txt,000,0.006194
cv050_12128.txt,002,0.564837
cv050_12128.txt,010,0.263608
cv050_12128.txt,012,0.06945
cv050_12128.txt,033,0.068464
cv050_12128.txt,008,0.03364
cv254_5870.txt,012,0.411428
cv254_5870.txt,008,0.343787
cv254_5870.txt,002,0.244785
cv576_15688.txt,020,0.924626
cv576_15688.txt,011,0.075374
cv929_1841.txt,011,1.0
cv957_9059.txt,023,0.277006
cv957_9059.txt,006,0.179769
cv957_9059.txt,004,0.146818
cv957_9059.txt,002,0.144615
cv957_9059.txt,011,0.138616
cv957_9059.txt,003,0.113175
cv604_23339.txt,009,1.0
cv337_29061.txt,019,0.579311
cv337_29061.txt,035,0.366477
cv337_29061.txt,015,0.054212
cv487_11058.txt,018,0.455098
cv487_11058.txt,011,0.273398
cv487_11058.txt,036,0.166457
cv487_11058.txt,003,0.059247
cv487_11058.txt,023,0.045801
cv693_19147.txt,014,0.548947
cv693_19147.txt,000,0.182136
cv693_19147.txt,013,0.16218
cv693_19147.txt,004,0.106737
cv921_13988.txt,001,0.231886
cv921_13988.txt,006,0.141895
cv921_13988.txt,007,0.135694
cv921_13988.txt,003,0.112236
cv921_13988.txt,017,0.101479
cv921_13988.txt,029,0.099229
cv921_13988.txt,004,0.079684
cv921_13988.txt,025,0.064692
cv921_13988.txt,000,0.033204
cv597_26744.txt,003,0.271779
cv597_26744.txt,001,0.199007
cv597_26744.txt,018,0.168503
cv597_26744.txt,017,0.153806
cv597_26744.txt,008,0.071455
cv597_26744.txt,005,0.063343
cv597_26744.txt,021,0.048368
cv597_26744.txt,000,0.02374
cv849_17215.txt,000,0.357383
cv849_17215.txt,003,0.195858
cv849_17215.txt,011,0.171767
cv849_17215.txt,008,0.11772
cv849_17215.txt,009,0.086269
cv849_17215.txt,005,0.071003
cv177_10904.txt,001,0.682408
cv177_10904.txt,019,0.317592
cv165_2389.txt,037,1.0
cv815_23466.txt,004,0.29166
cv815_23466.txt,013,0.244561
cv815_23466.txt,002,0.146238
cv815_23466.txt,007,0.134305
cv815_23466.txt,006,0.102619
cv815_23466.txt,001,0.080618
cv552_0150.txt,008,0.615398
cv552_0150.txt,003,0.281942
cv552_0150.txt,020,0.060086
cv552_0150.txt,032,0.024591
cv552_0150.txt,000,0.017982
cv360_8927.txt,009,0.65966
cv360_8927.txt,022,0.151361
cv360_8927.txt,000,0.11223
cv360_8927.txt,012,0.076749
cv345_9966.txt,017,0.595032
cv345_9966.txt,009,0.25773
cv345_9966.txt,027,0.07457
cv345_9966.txt,018,0.072669
cv157_29302.txt,018,0.305571
cv157_29302.txt,011,0.252396
cv157_29302.txt,015,0.231899
cv157_29302.txt,000,0.210134
cv697_12106.txt,009,0.434998
cv697_12106.txt,013,0.172022
cv697_12106.txt,005,0.149793
cv697_12106.txt,002,0.101367
cv697_12106.txt,012,0.078996
cv697_12106.txt,033,0.062825
cv640_5380.txt,027,1.0
cv715_19246.txt,025,0.977595
cv715_19246.txt,003,0.022405
cv761_13769.txt,000,0.28444
cv761_13769.txt,017,0.176737
cv761_13769.txt,006,0.161767
cv761_13769.txt,001,0.131623
cv761_13769.txt,003,0.115918
cv761_13769.txt,007,0.079438
cv761_13769.txt,034,0.050076
cv672_27988.txt,008,0.591375
cv672_27988.txt,011,0.408625
cv082_11979.txt,021,0.48117
cv082_11979.txt,004,0.301405
cv082_11979.txt,018,0.212623
cv082_11979.txt,001,0.004802
cv679_28221.txt,028,1.0
cv875_5622.txt,030,1.0
cv412_25254.txt,002,0.252487
cv412_25254.txt,000,0.222918
cv412_25254.txt,006,0.173694
